Title,Comment,Final Sentiment,Final Polarization
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","total health or total corruption?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","she used to be good in clowning in front of the camera to save and explain her president.. what happened to her?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","talo kn nuong nkraang election tpus ttkbo kn nman mhiya k nman puntahan mo yung mnga ospital pra nman mkita mo ang ktotohanan.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","the argument was between hard lock down or a more relaxed restrictions for some business to open...so ano much better?","neutral","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hcw, alam niyo na sino pinili niya.... pero kalma lang daw kahit di siya kalmado.","neutral","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","panawagan lang po sa nga bayani maring doctors and nurses pagyan na hospital o mangangailangan ng tulong nyo pabaya-an nyo yan","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","kala ko may ginigilitan na baboy eh, si roque lang pala na naghaharumentado, san na yong kalma si harry roque lang to","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","this group never say anything good for the gov't, coz thier's nothing to say about this gov't. specially their responds to the pandemia. people are suffering to much, coz this admin has mo plan what so ever.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","galit galitan ka pang nalalaman mag resigned na kyo tama na ung pagnugmurskot mo maawa ka nman sa mga pilipino pti tyan mo lumaki na tma na sobra na.,.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","huwag na huwag ka sanang magkakasakit … malalaman mo kung sino yung mga sinisigawan mo.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","and this nincompoof, who’s supposed to be a spox is seeking to be elected as senator. good luck","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","kulang sa tulog ang vaklang to..salot itong dambuhalang ito sa pinas ..economic ratifications mukha mo....pinagpaplanuhan nuo lng paano kau magpapatayo ng pharma pagkakakitaan nyo ulupong! takot ko lng baka ouru oil lng laman ng vials na ginawa nyong vaccine ng nga tao...","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","when roque becomes rogue!","neutral","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","with all due respect sa mga medical frontliners namin, sinabi lang naman ni roque yun nararamdaman namin mga ordinary workers na pilit kayo ng pilit na hard ecq, ee wala na nga halos kaming ilabas na pera pantustos sa pang araw araw namin. excuse me di lang naman kayo ang nahihirapan!!! buti nga kayo amidst pandemic meron kayong natatanggap na sahod at mga benefits. kaya yun paghihirap na sinasabi nyo, nasusuklian namn kahit papaano. ee kami, meron ba? wag nyo solohin ang paghihirap!!!!!","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","if you r like that going out order you better resign from your post. live a private and reclusive life practicing law.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","this goverment do nothing but to demean and dishonor medical profession despite of our unbeatable service haha you have the guts, senator your face! dming bulok s gobyerno kya d mtpos ang pandemya d umunlad ang pilipinas daming marunong galing nman s paa isip puro pabida! roque and duque for the win!!!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","both spox roque (economy) and dr. limpin (healthcare) have a point, to be fair. kaso kung ang doctor, ganyan na kausapin, pano pa kaya pag ordinaryong tao na lang ang kaharap.","neutral","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","magmalasakit kyo mga gobyerno sa mga frontliner at cla ang mga bayani ntn ngayon pandemic, hindi pag putak ng bunganga mo at galit mo roque ang kailangan nla.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","sana election na mars para makaganti kami sayo buset ka","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","nagalit si besh. mukhang tinamaan at napuruhan ng husto ang heart ni besh. eh paano palpak naman mga ginagawa ng gov't at hindi pa nakikinig sa mga mabuting recommendation.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","where is your compassion? time like this we need to work as a team. teamwork kumbaga. asan?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hala gi high blood na sir doque . sir doque sana walang quarantine na kung negative ang result ng tao na galing sa abroad . may awa ang dyos lilipas din yan mga problema dyan sa pinas.huwag mong pahirapan ang mga tao.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","ever wonder why ""this group"", and perhaps other groups, and even most of the country never say anything good about gov't response mr/ms roque??? should we go back to early next year (china flights) to this day (pharmally) and enumerate??? madali isa isahin yan madame..","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hahanap ako ng pagong. dun mo yan ikwento roque. hahahha","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","you are not fit to be in government service if that's your attitude! you have no right to throw tantrums here! you are making the situation worse by adding fuel to the fire","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","galit na galit yern relax baka a stroke wala na tgaa panggol ang prd","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","sigawan mo boss mo saln muna!!!!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","servant leaders. ...that is what we need in this very difficult times. when someone has been vested with the authority to lead and given such a rare privilege to serve, must you berate as you invite correction? humility is so rare a commodity nowadays. if we can just be honest to ourselves, we serve not at the pleasure of someone else to whom we are beholden. but we serve a larger purpose: recognize christ with whom you speak.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","un health practioners kalaban mga health advisers ...group of experts who are colleagues of them... lakas magsalita dun lang nmn kumukuha ng advise ang govt kasi d nmn sila doktor.. d gets? kinalaban nyo rin kapwa nyo frontliners ?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","no one? eh inuuna pa nga pulitika ng karamihan dyan sa mga kaalyado nyo.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","ooops! nyare, spox?lol with the surge of cases, you don’t expect overworked and stressed frontliners to not ask for better response from those that are in government position. compaassion nemen dyen, extend patience and try to understand where they’re coming from. may your day be as pleasant as your attitude whataclown","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","but no one knows better than the frontliners.. the doctors. he should listen.","neutral","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","yan ang mangyayari when you know na kayo ang may mali. you result to arrogance just to prove your point but never hears the outcry and opinions of the experts in our battle to defeat this pandemic. in the end, kawawa ang mga pilipino. kawawa tayong lahat.","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","wow, samantalang kami nasa frontline, ang taong yan nagdidiving at nakikipagharutan sa mga dolphin","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","dapat po kase bukod sa bakuna magkarun po tayo ng maraming supply ng gamot sa lahat ng ospital.kung maraming supply ng mga gamot maraming mabilis na gagaling.d po gaya ngayon daming may sakit hindi makapasok sa mga ospital karamihan nasa mga knya kanyang mga tahanan at naghihintay na may mga mabakante sa mga ospital.","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","you are only a spokesman brad (or mars). not a striking doberman. your job is only to communicate (or miscommunicate?) govt pronouncements","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","wow! tikas din. parang presidente na magsalita. inuna kc bulsa nyo!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","one, he doesn't have the right to raise his voice. two, he shouldn't raise his voice as a govt. spokesperson because that eliminates the chance for a constructive dialogue on both sides. third, temper tantrums should have no place in the palace. we deserve more than this.","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","pakyu roque himod pwet ka pa kay pduts","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","kung maka utos hoy wag kana po mag drama pa dna po kikita yan tama na po ung naranasam namin ng kawalang hiyaan nyo dto satin bansa mga gamib po kayo sa salapi hindi nyo na kmi ma uuto sa election puro lang kayo salita mg hunghamg","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","who are you to reprimand those drs. your not in the position to do so .they respect you being the spoke person of the pres. so they deserve to be respected since your both properssional.it seems you getting out of your mind this past few days very unbecoming for a lawyer like you to tell those accusing malacanang of corruption you told them to run as pres. then magnakaw din as if inamin mong may corruption talaga na nangyayari.","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","doctors are more efficient when it comes scinece...proud ako s.mga doctors na nagsasabi ng totoo...stand for truth mga doc wag po masindak kapalit ng maraming buhay","neutral","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hanap tayo ng good sa government response sinovac? contact tracing? testing w fees? availability of medications? hmmm…","neutral","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","is there anything good about their response though? these people can't see what they are doing wrong. it's just sad that some people still buy their drama.","neutral","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","jusko dame na nga may sakit na hcw ngaun. lahat ng public hospitals dito samen sa probinsya merong positive na hcw. most of hospitals stop admission muna kasi ndi kaya ng manpower. wala pang supply ng remdesivir. kawawa mga pasyente namamatay nalang sa bahay.","neutral","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","this government indeed cannot take criticisms...much more the truth that they have failed the filipino people in the covid-19 response. these doctors know more than the supposed experts in the iatf, underpaid na and exposed daily sa virus. roque, you should have channeled your angers sa pharmally scam and the doh coa findings...you just confirmed na you're not worthy to any appointed or elected government position.","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","""be honest, if others are not, be honest, if others will not, be honest, if others cannot."" we, the people deserve a better government! tama na ang corruption!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","inom ka muna pineapple juice boss highblood ka nyan","neutral","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","bakit galit ka roque, nagalit ka ba nung ibinigay ang kontrata sa pharmally na overpricing gayong may mas mababa, pilipino pa may-ari? bakit di ka nagalit noong pinaburan ang mga intsik? ay naku!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","galit na galit gustong manakit. ano ang gusto? say good things only about how our government handles pandemic? di na dapat to ginamot nung nasa pgh eh. nakakahiya naman sa mga medical frontliners na gumamot sayo kaya buhay ka pa.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","papag duty dapat sa hospital yan without pay, so he would know how to be in their shoes. understaffed hospitals, workers are underpaid and overworked","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","wag mong iligaw ang mga tao bigay nyong lahat ang nararapat na makuha nang mga front liner saka ka na lang magalet day.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","no wonder why more and more nurses quit their jobs","neutral","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","atty ba yan?professional din mga kausap nyan tapos kung magalit akala mo mga bata..narinig ko sa interview ng mga doctor na sinabi nila ang katotohanan tapos bigla na sya nagalit....dika pwede public servant...","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","it could either be a ruse or a totally displaced breakdown. he might have been bested by his own psychology. yung tipong napapaisip ka kung paano mo dadalhin ang consequences ng pinasok mo. it only gets dimmer when the ones seated would be replaced in 2022. dito mo makikita na ang pera walang kwenta kung pagkatao mo sira.","negative","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","galing mo mag englist pero walang kuwenta sa inyonmahihirap , ayuda ayuda pinagmamalaki nyo eh yung isang libo pang punas nyo lang ng pawis nyo kmi pagkain nmin sa 2 lingong lockdown yan ang ayuda , salamat","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","sentiments , understangding and full support for the doctors not shouting at them like you know everything in this world...go to hell and shot up...","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","lenzay narnell. is there any good to say with how the government handles this pandemic? he should just shut up.","negative","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","utot mu roque wla nmn dapat covid kung jan.2020 cnara nyo kaagad lahat ng borders nten lahat ng travel deristso quarantine facilities kaagad inicip nyo kc ng amo na du30 ang kikitain nyo.d b kayo naawa sa mga kakabyan nyo na nmatay,may saket ,wla ng makaen,wla trabaho,wlang bahay samantalang kayong lahat sarap buhay lng.d nyo n kmi maloloko tama na","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","for crying out loud, roque. ikaw kaya ang mag-frontline?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","kung marunong kayo makinig sa mga medical professionals di nagkaganyan , sinasabi nyo concern kayo pero si duque protected nyo khit daming palpak, mga ex generals ang nakaupo edi wow!!! super concern mo knino kaya maipilit nyo kasi magsama kayo ng boss mo","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","doon ka dapat magalit sa mga nakinabang sa kaban ng bayan... mali yung pinagputokan mo ng tae mo spox...","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","ooopppssss, please lng po,, maglagay kc kayo mga expert na tao jan sa covid, d yung mga galing military generals retired, may mga alam ba yan sa science bacteria,","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","echusera, dramatista - parang totoong concern sya - pero sinisilbihan lng ang personal interest nang amo nya. mamatay ka sana, kasama nang amo mo - bukas na.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","if everything you've said were actually true, then why are we in this fucking shithole? show us more harry! you will never be forgotten come election time!!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","petition to declare mr. harry roque a persona non grata in all healthcare facilities!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","the problem is the government 's actions are destroying lives while the doctors are saving them no one wants lives to be lost but your actions say otherwise: 1. plundemic - stealing people's money using the pandemic as a response. add to that not giving the proper aid and benefits to the real frontliners 2. inefficient and downright incompetent rules and guidelines 3. a failed pandemic response with no clear action plan so you are in fact killing lives roque. how pathetic","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","are the health care frontliners required to say anything good about the government response...? is that even a concern? ... what are you expecting, applause ?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","how dare this walrus mock the frontliner. they are in medical field they know more about the health of the people.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hambog!!!inutil!!!buwis namin ang sini-sweldo mo!kung di mo kaya mag work under pressure,lumayas ka jan at mag private practice or sector ka pumasok para di ka makatikim sa netizens ng panlalait sa incompetence mo!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","parang kailan lang","neutral","non_polarized"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","i have to agree with this one. every country is at war with a virus and there is no time to rest. what i think is unfair is people violating lockdowns and having skepticisms on vaccines. hirap sa pinas puro rally at party. tapos sino sino sinisisi. sus!","positive","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","tangina hahaha daming nagugutom na frontliners tapos galit na galit tong gagong to with chocolate cake pa sa bibig. what a circus of a government we have!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","putragis kang baklita kanakatuntong ka lang sa kalabaw kya ganyan umasta","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","look at him! he is drowning to power. from a human rights lawyer to human rights violator.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","kits na sa katawan ang kaban nang bayan..","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","yan ba ang asal ng isang spox imbes na magpasalamat sa mga doctors yan pa ang inasal nya san ang konsensya mo roque","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hoy mars maghunosdili ka bka sumabog beklag mo","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","so kung concern pala kayo sa health namin sana una palang nagtravel ban na kayo sa mga bansang may covid. sana hindi puro retired generals ang nilagay nyo para hawakan ang covid crisis. tapos ngayon galit na galit ka?","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","think before you speak!!!! got no right to tell that for you have the right to consult not to address their concerns to doh along with the iatf to re-assess present issues which technically resolution made is not applicable or lacking or mis-concluded your a spoke person not a judge nor ruler perhaps you don’t know your responsibility","negative","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","why not invite roque to join them and stay with them in the covid ward so “she “ may understand the real situation in the ground.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","pag wala ka nang pang rebuttal, idaan mo na lang sa sigaw... kasi pag mas malakas ang boses mo, baka manalo ka...","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","whatever you say - public servant ka pa din . the issue is not what you want but what you did and how you performed mare . magpaka tao sana and professional. if you can’t take the heat then get out of the pantry","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","bakit kasi masyadong minahal ng pinas ang covid, ginawa ng negosyo, ayaan dahil dyan korupsyon, pinatay ekonomiya, masyado kasing ni-hype ang covid. us, canada, hongkong may face to face class na. tayo ganto padin, na-ikot-ikot sa lockdown at patay na ekonomiya. kupit-19, fund-demic, plan-demic nangyayari, gising na pinas. pinag tatawanan na tayu ng ibang bansa, maski hindi covid at ni-tagged ng covid dahil sa korupsyon.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","you definitely lack leadership skills. you should at least address their concern hindi yung pinapagalitan mo pa.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","saludo po ako sa mga front liner nating mga doctor at nurse nating taya na ang buhay kahit sila ay nasa pilegro dulot ng padimec na covid-19 hindi din masisi ang mga yan may mga pamilya ,anak,asawa, magulang na mas mag aalala sa mga doctor at nurse na mga front liners natin taya na nila lahat tapos c roque ganyan pa mag salita sa mga front liner nating sa mga doctor at nurse magaling kang kupal ka .. roque sama mo na c doque mo ginawa ng negosyo pandemic inutz kayo..","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","sus, ayusin niyo kasi pamalakad nyo sa gobyerno. kick out the corrupts in doh. ok na spox cge na tatakbo ka nang senador.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hiyang hiya naman mga frontliners sayo.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","uy nag enroll na din sa acting classes? o meron dysmenorrhea lang ang lola mo?","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","spokesperson acting like president! just like the little fly on an old weak carabao! in his position, he has no manners for talking that way … he should by all means control his anger and speak courteously.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","sigurado akong may kamag anak itong doktor o nurse, kahit isa. bakit ganun sya makapagsalita? nakakabastos at walang malasakit.","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","there is something good in all of us, mapagobyerno ka man o private...we are all one in this fight..salamat sa mga nasa gobyerno at sa mga nasa private sector, or any sector that is..i can see all your efforts, anumang kulay ka, i pray for all our success in this times....","neutral","objective"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","mawalang galang sec. roque, dba nacovid ka na? hindi ba dapat eh mas maintindihan mo ang medical frontliners! ikaw nga dapat magpasalamat eh kasi khit na hindi mo sabihin, may special treatment sayo nung nagkasakit ka! mahiya ka naman!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","sige nga what is/was the government response to prevent the loss of life? face shield? lockdowns? where was the contact tracing program? the mass testing and isolation? the first step to curb the spread of infection is a proper contact tracing...","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","itapon nyo sa room ng mga covid patients atleast 3days para maranasan nya ang hirap ng mga health workers at mga taong lumalaban sa para mabuhay. dolphin","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hahaha bawal talaga maglabas ng hinaing ang mga mamamayan laban sa govt","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","hayp na vaklang two nuon sabi nyo unfair i ban tsayna mga hinayupak kayo! kayo kaya nagpapasok sa mga carrier ng virus","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","omg! sana lang kasya sayo ang ppe na dinemo mo para ready kapag ikaw na ang magdduty. apaka!","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","akala mo you can get away with this. paano na lang kung mga ordinary people ang pinaparatangan mo. maybe may pasayaw sayaw pa na kasama. resign","negative","partisan"
"watch: presidential spokesperson harry roque hits out a group of doctors appealing for a reconsideration of the government's decision to relax quarantine curbs in metro manila in an undated video...","mr. roque, why not to volunteer yourself in the hospital even for a month. use the complete gears so you can say how hard to work and deal with the covid19. bakit d mo pagsalitaan un senator na ngsabi ng ""sarap ng buhay, sana ganito lagi""","negative","partisan"
